FOV,Round,Channel,Spot Count
X16_Y9,2,Alexa_488,494
X16_Y9,2,Alexa_568,667
X16_Y9,2,Alexa_647,477
X16_Y9,2,Atto_490LS,813
X16_Y9,3,Atto_425,624
X16_Y9,3,DAPI,253
X16_Y9,3,Alexa_488,748
X16_Y9,3,Alexa_568,258
X16_Y9,3,Alexa_647,193
X16_Y9,3,Atto_490LS,818
X16_Y9,4,Atto_425,104
X16_Y9,4,DAPI,251
X16_Y9,4,Alexa_488,438
X16_Y9,4,Alexa_568,715
X16_Y9,4,Alexa_647,153
X16_Y9,4,Atto_490LS,814
FOV,Round,Channel,Spot Count
X13_Y15,1,Atto_425,137
X13_Y15,1,DAPI,114
X13_Y15,1,Alexa_488,977
X13_Y15,1,Alexa_568,428
X13_Y15,1,Alexa_647,451
X13_Y15,1,Atto_490LS,538
X13_Y15,2,Atto_425,438
X13_Y15,2,DAPI,160
X13_Y15,2,Alexa_488,392
X13_Y15,2,Alexa_568,293
X13_Y15,2,Alexa_647,176
X13_Y15,2,Atto_490LS,483
X13_Y15,3,Atto_425,231
X13_Y15,3,DAPI,134
X13_Y15,3,Alexa_488,423
X13_Y15,3,Alexa_568,309
X13_Y15,3,Alexa_647,107
X13_Y15,3,Atto_490LS,504
X13_Y15,4,Atto_425,282
X13_Y15,4,DAPI,85
X13_Y15,4,Alexa_488,153
X13_Y15,4,Alexa_568,416
X13_Y15,4,Alexa_647,277
X13_Y15,4,Atto_490LS,440
FOV,Round,Channel,Spot Count
X14_Y16,1,Atto_425,1
X14_Y16,1,DAPI,1
X14_Y16,1,Alexa_488,1
X14_Y16,1,Alexa_568,151
X14_Y16,1,Alexa_647,146
X14_Y16,1,Atto_490LS,1
X14_Y16,2,Atto_425,1
X14_Y16,2,DAPI,51
X14_Y16,2,Alexa_488,1
X14_Y16,2,Alexa_568,116
X14_Y16,2,Alexa_647,175
X14_Y16,2,Atto_490LS,1
X14_Y16,3,Atto_425,1
X14_Y16,3,DAPI,18
X14_Y16,3,Alexa_488,1
X14_Y16,3,Alexa_568,114
X14_Y16,3,Alexa_647,1
X14_Y16,3,Atto_490LS,1
X14_Y16,4,Atto_425,8
X14_Y16,4,DAPI,20
X14_Y16,4,Alexa_488,18
X14_Y16,4,Alexa_568,104
X14_Y16,4,Alexa_647,103
X14_Y16,4,Atto_490LS,136
FOV,Round,Channel,Spot Count
X10_Y3,1,Atto_425,440
X10_Y3,1,DAPI,188
X10_Y3,1,Alexa_488,514
X10_Y3,1,Alexa_568,286
X10_Y3,1,Alexa_647,321
X10_Y3,1,Atto_490LS,444
X10_Y3,2,Atto_425,369
X10_Y3,2,DAPI,208
X10_Y3,2,Alexa_488,372
X10_Y3,2,Alexa_568,316
X10_Y3,2,Alexa_647,523
X10_Y3,2,Atto_490LS,402
X10_Y3,3,Atto_425,255
X10_Y3,3,DAPI,191
X10_Y3,3,Alexa_488,359
X10_Y3,3,Alexa_568,170
X10_Y3,3,Alexa_647,308
X10_Y3,3,Atto_490LS,416
X10_Y3,4,Atto_425,4305
X10_Y3,4,DAPI,213
X10_Y3,4,Alexa_488,255
X10_Y3,4,Alexa_568,315
X10_Y3,4,Alexa_647,127
X10_Y3,4,Atto_490LS,425
FOV,Round,Channel,Spot Count
X15_Y15,1,Atto_425,90
X15_Y15,1,DAPI,141
X15_Y15,1,Alexa_488,461
X15_Y15,1,Alexa_568,471
X15_Y15,1,Alexa_647,478
X15_Y15,1,Atto_490LS,611
X15_Y15,2,Atto_425,604
X15_Y15,2,DAPI,158
X15_Y15,2,Alexa_488,388
X15_Y15,2,Alexa_568,332
X15_Y15,2,Alexa_647,85
X15_Y15,2,Atto_490LS,553
X15_Y15,3,Atto_425,267
X15_Y15,3,DAPI,136
X15_Y15,3,Alexa_488,423
X15_Y15,3,Alexa_568,259
X15_Y15,3,Alexa_647,572
X15_Y15,3,Atto_490LS,557
X15_Y15,4,Atto_425,87
X15_Y15,4,DAPI,119
X15_Y15,4,Alexa_488,161
X15_Y15,4,Alexa_568,485
X15_Y15,4,Alexa_647,221
X15_Y15,4,Atto_490LS,548
FOV,Round,Channel,Spot Count
X15_Y2,1,Atto_425,696
X15_Y2,1,DAPI,263
X15_Y2,1,Alexa_488,778
X15_Y2,1,Alexa_568,437
X15_Y2,1,Alexa_647,540
X15_Y2,1,Atto_490LS,698
X15_Y2,2,Atto_425,537
X15_Y2,2,DAPI,262
X15_Y2,2,Alexa_488,429
X15_Y2,2,Alexa_568,520
X15_Y2,2,Alexa_647,1349
X15_Y2,2,Atto_490LS,649
X15_Y2,3,Atto_425,450
X15_Y2,3,DAPI,237
X15_Y2,3,Alexa_488,610
X15_Y2,3,Alexa_568,182
X15_Y2,3,Alexa_647,361
X15_Y2,3,Atto_490LS,672
X15_Y2,4,Atto_425,3340
X15_Y2,4,DAPI,231
X15_Y2,4,Alexa_488,186
X15_Y2,4,Alexa_568,618
X15_Y2,4,Alexa_647,120
X15_Y2,4,Atto_490LS,669
FOV,Round,Channel,Spot Count
X20_Y6,1,Atto_425,1685
X20_Y6,1,DAPI,239
X20_Y6,1,Alexa_488,75
X20_Y6,1,Alexa_568,407
X20_Y6,1,Alexa_647,602
X20_Y6,1,Atto_490LS,685
X20_Y6,2,Atto_425,548
X20_Y6,2,DAPI,251
X20_Y6,2,Alexa_488,400
X20_Y6,2,Alexa_568,492
X20_Y6,2,Alexa_647,1248
X20_Y6,2,Atto_490LS,632
X20_Y6,3,Atto_425,438
X20_Y6,3,DAPI,225
X20_Y6,3,Alexa_488,650
X20_Y6,3,Alexa_568,251
X20_Y6,3,Alexa_647,79
X20_Y6,3,Atto_490LS,652
X20_Y6,4,Atto_425,3915
X20_Y6,4,DAPI,217
X20_Y6,4,Alexa_488,211
X20_Y6,4,Alexa_568,640
X20_Y6,4,Alexa_647,125
X20_Y6,4,Atto_490LS,671
X19_Y2,1,Atto_425,796
X19_Y2,1,DAPI,225
X19_Y2,1,Alexa_488,874
X19_Y2,1,Alexa_568,435
X19_Y2,1,Alexa_647,434
X19_Y2,1,Atto_490LS,716
X19_Y2,2,Atto_425,439
X19_Y2,2,DAPI,293
X19_Y2,2,Alexa_488,553
X19_Y2,2,Alexa_568,561
X19_Y2,2,Alexa_647,899
X19_Y2,2,Atto_490LS,649
X19_Y2,3,Atto_425,355
X19_Y2,3,DAPI,205
X19_Y2,3,Alexa_488,568
X19_Y2,3,Alexa_568,216
X19_Y2,3,Alexa_647,543
X19_Y2,3,Atto_490LS,625
X19_Y2,4,Atto_425,1402
X19_Y2,4,DAPI,202
X19_Y2,4,Alexa_488,420
X19_Y2,4,Alexa_568,472
X19_Y2,4,Alexa_647,150
X19_Y2,4,Atto_490LS,668
X20_Y11,1,Atto_425,2259
X20_Y11,1,DAPI,439
X20_Y11,1,Alexa_488,1067
X20_Y11,1,Alexa_568,885
X20_Y11,1,Alexa_647,1520
X20_Y11,1,Atto_490LS,1640
X20_Y11,2,Atto_425,953
X20_Y11,2,DAPI,375
X20_Y11,2,Alexa_488,557
X20_Y11,2,Alexa_568,1181
X20_Y11,2,Alexa_647,727
X20_Y11,2,Atto_490LS,1401
X20_Y11,3,Atto_425,612
X20_Y11,3,DAPI,366
X20_Y11,3,Alexa_488,1378
X20_Y11,3,Alexa_568,380
X20_Y11,3,Alexa_647,593
X20_Y11,3,Atto_490LS,1428
X20_Y11,4,Atto_425,162
X20_Y11,4,DAPI,409
X20_Y11,4,Alexa_488,590
X20_Y11,4,Alexa_568,1404
X20_Y11,4,Alexa_647,148
X20_Y11,4,Atto_490LS,1420
X19_Y5,1,Atto_425,1190
X19_Y5,1,DAPI,247
X19_Y5,1,Alexa_488,784
X19_Y5,1,Alexa_568,470
X19_Y5,1,Alexa_647,582
X19_Y5,1,Atto_490LS,715
X19_Y5,2,Atto_425,596
X19_Y5,2,DAPI,465
X19_Y5,2,Alexa_488,463
X19_Y5,2,Alexa_568,441
X19_Y5,2,Alexa_647,897
X19_Y5,2,Atto_490LS,663
X19_Y5,3,Atto_425,526
X19_Y5,3,DAPI,221
X19_Y5,3,Alexa_488,604
X19_Y5,3,Alexa_568,164
X19_Y5,3,Alexa_647,77
X19_Y5,3,Atto_490LS,679
X19_Y5,4,Atto_425,2361
X19_Y5,4,DAPI,220
X19_Y5,4,Alexa_488,184
X19_Y5,4,Alexa_568,622
X19_Y5,4,Alexa_647,162
X19_Y5,4,Atto_490LS,685
X16_Y1,1,Atto_425,938
X16_Y1,1,DAPI,277
X16_Y1,1,Alexa_488,742
X16_Y1,1,Alexa_568,499
X16_Y1,1,Alexa_647,573
X16_Y1,1,Atto_490LS,825
X16_Y1,2,Atto_425,572
X16_Y1,2,DAPI,311
X16_Y1,2,Alexa_488,451
X16_Y1,2,Alexa_568,635
X16_Y1,2,Alexa_647,1412
X16_Y1,2,Atto_490LS,720
X16_Y1,3,Atto_425,368
X16_Y1,3,DAPI,275
X16_Y1,3,Alexa_488,705
X16_Y1,3,Alexa_568,332
X16_Y1,3,Alexa_647,444
X16_Y1,3,Atto_490LS,762
X16_Y1,4,Atto_425,4146
X16_Y1,4,DAPI,288
X16_Y1,4,Alexa_488,476
X16_Y1,4,Alexa_568,590
X16_Y1,4,Alexa_647,127
X16_Y1,4,Atto_490LS,771
X21_Y8,1,Atto_425,1661
X21_Y8,1,DAPI,279
X21_Y8,1,Alexa_488,37
X21_Y8,1,Alexa_568,466
X21_Y8,1,Alexa_647,505
X21_Y8,1,Atto_490LS,749
X21_Y8,2,Atto_425,544
X21_Y8,2,DAPI,265
X21_Y8,2,Alexa_488,485
X21_Y8,2,Alexa_568,640
X21_Y8,2,Alexa_647,1193
X21_Y8,2,Atto_490LS,651
X21_Y8,3,Atto_425,430
X21_Y8,3,DAPI,261
X21_Y8,3,Alexa_488,651
X21_Y8,3,Alexa_568,225
X21_Y8,3,Alexa_647,50
X21_Y8,3,Atto_490LS,700
X21_Y8,4,Atto_425,3362
X21_Y8,4,DAPI,228
X21_Y8,4,Alexa_488,384
X21_Y8,4,Alexa_568,564
X21_Y8,4,Alexa_647,120
X21_Y8,4,Atto_490LS,694
X21_Y10,1,Atto_425,3506
X21_Y10,1,DAPI,194
X21_Y10,1,Alexa_488,39
X21_Y10,1,Alexa_568,229
X21_Y10,1,Alexa_647,285
X21_Y10,1,Atto_490LS,408
X21_Y10,2,Atto_425,393
X21_Y10,2,DAPI,163
X21_Y10,2,Alexa_488,276
X21_Y10,2,Alexa_568,327
X21_Y10,2,Alexa_647,859
X21_Y10,2,Atto_490LS,356
X21_Y10,3,Atto_425,266
X21_Y10,3,DAPI,152
X21_Y10,3,Alexa_488,321
X21_Y10,3,Alexa_568,141
X21_Y10,3,Alexa_647,332
X21_Y10,3,Atto_490LS,360
X21_Y10,4,Atto_425,2397
X21_Y10,4,DAPI,166
X21_Y10,4,Alexa_488,204
X21_Y10,4,Alexa_568,310
X21_Y10,4,Alexa_647,85
X21_Y10,4,Atto_490LS,353
X17_Y7,1,Atto_425,5301
X17_Y7,1,DAPI,276
X17_Y7,1,Alexa_488,518
X17_Y7,1,Alexa_568,346
X17_Y7,1,Alexa_647,551
X17_Y7,1,Atto_490LS,682
X17_Y7,2,Atto_425,593
X17_Y7,2,DAPI,311
X17_Y7,2,Alexa_488,470
X17_Y7,2,Alexa_568,287
X17_Y7,2,Alexa_647,1460
X17_Y7,2,Atto_490LS,619
X17_Y7,3,Atto_425,781
X17_Y7,3,DAPI,251
X17_Y7,3,Alexa_488,573
X17_Y7,3,Alexa_568,149
X17_Y7,3,Alexa_647,60
X17_Y7,3,Atto_490LS,649
X17_Y7,4,Atto_425,2778
X17_Y7,4,DAPI,235
X17_Y7,4,Alexa_488,164
X17_Y7,4,Alexa_568,635
X17_Y7,4,Alexa_647,135
X17_Y7,4,Atto_490LS,660
X13_Y14,1,Atto_425,1922
X13_Y14,1,DAPI,248
X13_Y14,1,Alexa_488,929
X13_Y14,1,Alexa_568,1084
X13_Y14,1,Alexa_647,1061
X13_Y14,1,Atto_490LS,1228
X13_Y14,2,Atto_425,868
X13_Y14,2,DAPI,376
X13_Y14,2,Alexa_488,449
X13_Y14,2,Alexa_568,758
X13_Y14,2,Alexa_647,1177
X13_Y14,2,Atto_490LS,1026
X13_Y14,3,Atto_425,495
X13_Y14,3,DAPI,244
X13_Y14,3,Alexa_488,911
X13_Y14,3,Alexa_568,823
X13_Y14,3,Alexa_647,136
X13_Y14,3,Atto_490LS,1031
X13_Y14,4,Atto_425,164
X13_Y14,4,DAPI,186
X13_Y14,4,Alexa_488,312
X13_Y14,4,Alexa_568,1115
X13_Y14,4,Alexa_647,276
X13_Y14,4,Atto_490LS,989
X16_Y6,1,Atto_425,4398
X16_Y6,1,DAPI,258
X16_Y6,1,Alexa_488,230
X16_Y6,1,Alexa_568,273
X16_Y6,1,Alexa_647,459
X16_Y6,1,Atto_490LS,593
X16_Y6,2,Atto_425,562
X16_Y6,2,DAPI,275
X16_Y6,2,Alexa_488,472
X16_Y6,2,Alexa_568,329
X16_Y6,2,Alexa_647,758
X16_Y6,2,Atto_490LS,583
X16_Y6,3,Atto_425,554
X16_Y6,3,DAPI,252
X16_Y6,3,Alexa_488,548
X16_Y6,3,Alexa_568,130
X16_Y6,3,Alexa_647,49
X16_Y6,3,Atto_490LS,604
X16_Y6,4,Atto_425,4330
X16_Y6,4,DAPI,255
X16_Y6,4,Alexa_488,173
X16_Y6,4,Alexa_568,580
X16_Y6,4,Alexa_647,104
X16_Y6,4,Atto_490LS,618
X17_Y13,1,Atto_425,3267
X17_Y13,1,DAPI,367
X17_Y13,1,Alexa_488,1108
X17_Y13,1,Alexa_568,923
X17_Y13,1,Alexa_647,1243
X17_Y13,1,Atto_490LS,1472
X17_Y13,2,Atto_425,942
X17_Y13,2,DAPI,357
X17_Y13,2,Alexa_488,659
X17_Y13,2,Alexa_568,990
X17_Y13,2,Alexa_647,615
X17_Y13,2,Atto_490LS,1234
X17_Y13,3,Atto_425,740
X17_Y13,3,DAPI,355
X17_Y13,3,Alexa_488,1109
X17_Y13,3,Alexa_568,632
X17_Y13,3,Alexa_647,111
X17_Y13,3,Atto_490LS,1243
X17_Y13,4,Atto_425,2673
X17_Y13,4,DAPI,307
X17_Y13,4,Alexa_488,409
X17_Y13,4,Alexa_568,1306
X17_Y13,4,Alexa_647,244
X17_Y13,4,Atto_490LS,1232
X19_Y13,1,Atto_425,976
X19_Y13,1,DAPI,204
X19_Y13,1,Alexa_488,1428
X19_Y13,1,Alexa_568,147
X19_Y13,1,Alexa_647,282
X19_Y13,1,Atto_490LS,420
X19_Y13,2,Atto_425,644
X19_Y13,2,DAPI,216
X19_Y13,2,Alexa_488,1693
X19_Y13,2,Alexa_568,189
X19_Y13,2,Alexa_647,595
X19_Y13,2,Atto_490LS,364
X19_Y13,3,Atto_425,739
X19_Y13,3,DAPI,205
X19_Y13,3,Alexa_488,827
X19_Y13,3,Alexa_568,502
X19_Y13,3,Alexa_647,238
X19_Y13,3,Atto_490LS,400
X19_Y13,4,Atto_425,147
X19_Y13,4,DAPI,185
X19_Y13,4,Alexa_488,1505
X19_Y13,4,Alexa_568,367
X19_Y13,4,Alexa_647,153
X19_Y13,4,Atto_490LS,454
X15_Y7,1,Atto_425,5708
X15_Y7,1,DAPI,363
X15_Y7,1,Alexa_488,81
X15_Y7,1,Alexa_568,420
X15_Y7,1,Alexa_647,543
X15_Y7,1,Atto_490LS,731
X15_Y7,2,Atto_425,767
X15_Y7,2,DAPI,435
X15_Y7,2,Alexa_488,172
X15_Y7,2,Alexa_568,472
X15_Y7,2,Alexa_647,953
X15_Y7,2,Atto_490LS,701
X15_Y7,3,Atto_425,1856
X15_Y7,3,DAPI,339
X15_Y7,3,Alexa_488,631
X15_Y7,3,Alexa_568,192
X15_Y7,3,Alexa_647,49
X15_Y7,3,Atto_490LS,721
X15_Y7,4,Atto_425,2156
X15_Y7,4,DAPI,308
X15_Y7,4,Alexa_488,207
X15_Y7,4,Alexa_568,622
X15_Y7,4,Alexa_647,133
X15_Y7,4,Atto_490LS,753
X12_Y12,1,Atto_425,3594
X12_Y12,1,DAPI,169
X12_Y12,1,Alexa_488,27
X12_Y12,1,Alexa_568,182
X12_Y12,1,Alexa_647,208
X12_Y12,1,Atto_490LS,312
X12_Y12,2,Atto_425,1215
X12_Y12,2,DAPI,224
X12_Y12,2,Alexa_488,66
X12_Y12,2,Alexa_568,197
X12_Y12,2,Alexa_647,669
X12_Y12,2,Atto_490LS,311
X12_Y12,3,Atto_425,774
X12_Y12,3,DAPI,149
X12_Y12,3,Alexa_488,218
X12_Y12,3,Alexa_568,126
X12_Y12,3,Alexa_647,29
X12_Y12,3,Atto_490LS,309
X12_Y12,4,Atto_425,3682
X12_Y12,4,DAPI,159
X12_Y12,4,Alexa_488,73
X12_Y12,4,Alexa_568,219
X12_Y12,4,Alexa_647,119
X12_Y12,4,Atto_490LS,328
X12_Y14,1,Atto_425,2870
X12_Y14,1,DAPI,165
X12_Y14,1,Alexa_488,202
X12_Y14,1,Alexa_568,578
X12_Y14,1,Alexa_647,529
X12_Y14,1,Atto_490LS,661
X12_Y14,2,Atto_425,466
X12_Y14,2,DAPI,256
X12_Y14,2,Alexa_488,328
X12_Y14,2,Alexa_568,402
X12_Y14,2,Alexa_647,797
X12_Y14,2,Atto_490LS,565
X12_Y14,3,Atto_425,283
X12_Y14,3,DAPI,166
X12_Y14,3,Alexa_488,466
X12_Y14,3,Alexa_568,408
X12_Y14,3,Alexa_647,63
X12_Y14,3,Atto_490LS,500
X12_Y14,4,Atto_425,2845
X12_Y14,4,DAPI,122
X12_Y14,4,Alexa_488,174
X12_Y14,4,Alexa_568,562
X12_Y14,4,Alexa_647,197
X12_Y14,4,Atto_490LS,547
X22_Y5,1,Atto_425,1240
X22_Y5,1,DAPI,245
X22_Y5,1,Alexa_488,742
X22_Y5,1,Alexa_568,369
X22_Y5,1,Alexa_647,527
X22_Y5,1,Atto_490LS,718
X22_Y5,2,Atto_425,498
X22_Y5,2,DAPI,272
X22_Y5,2,Alexa_488,474
X22_Y5,2,Alexa_568,590
X22_Y5,2,Alexa_647,1395
X22_Y5,2,Atto_490LS,657
X22_Y5,3,Atto_425,343
X22_Y5,3,DAPI,256
X22_Y5,3,Alexa_488,590
X22_Y5,3,Alexa_568,312
X22_Y5,3,Alexa_647,465
X22_Y5,3,Atto_490LS,655
X22_Y5,4,Atto_425,1708
X22_Y5,4,DAPI,280
X22_Y5,4,Alexa_488,374
X22_Y5,4,Alexa_568,507
X22_Y5,4,Alexa_647,139
X22_Y5,4,Atto_490LS,668
X14_Y13,1,Atto_425,1254
X14_Y13,1,DAPI,282
X14_Y13,1,Alexa_488,806
X14_Y13,1,Alexa_568,652
X14_Y13,1,Alexa_647,1045
X14_Y13,1,Atto_490LS,1181
X14_Y13,2,Atto_425,702
X14_Y13,2,DAPI,309
X14_Y13,2,Alexa_488,463
X14_Y13,2,Alexa_568,759
X14_Y13,2,Alexa_647,736
X14_Y13,2,Atto_490LS,972
X14_Y13,3,Atto_425,495
X14_Y13,3,DAPI,251
X14_Y13,3,Alexa_488,950
X14_Y13,3,Alexa_568,387
X14_Y13,3,Alexa_647,155
X14_Y13,3,Atto_490LS,993
X14_Y13,4,Atto_425,3442
X14_Y13,4,DAPI,280
X14_Y13,4,Alexa_488,372
X14_Y13,4,Alexa_568,1005
X14_Y13,4,Alexa_647,281
X14_Y13,4,Atto_490LS,971
X12_Y11,1,Atto_425,4409
X12_Y11,1,DAPI,163
X12_Y11,1,Alexa_488,43
X12_Y11,1,Alexa_568,278
X12_Y11,1,Alexa_647,291
X12_Y11,1,Atto_490LS,376
X12_Y11,2,Atto_425,523
X12_Y11,2,DAPI,378
X12_Y11,2,Alexa_488,173
X12_Y11,2,Alexa_568,253
X12_Y11,2,Alexa_647,395
X12_Y11,2,Atto_490LS,339
X12_Y11,3,Atto_425,554
X12_Y11,3,DAPI,171
X12_Y11,3,Alexa_488,275
X12_Y11,3,Alexa_568,199
X12_Y11,3,Alexa_647,62
X12_Y11,3,Atto_490LS,339
X12_Y11,4,Atto_425,4198
X12_Y11,4,DAPI,168
X12_Y11,4,Alexa_488,122
X12_Y11,4,Alexa_568,255
X12_Y11,4,Alexa_647,113
X12_Y11,4,Atto_490LS,354
X17_Y1,1,Atto_425,818
X17_Y1,1,DAPI,249
X17_Y1,1,Alexa_488,679
X17_Y1,1,Alexa_568,473
X17_Y1,1,Alexa_647,444
X17_Y1,1,Atto_490LS,695
X17_Y1,2,Atto_425,501
X17_Y1,2,DAPI,283
X17_Y1,2,Alexa_488,472
X17_Y1,2,Alexa_568,583
X17_Y1,2,Alexa_647,1034
X17_Y1,2,Atto_490LS,619
X17_Y1,3,Atto_425,350
X17_Y1,3,DAPI,240
X17_Y1,3,Alexa_488,569
X17_Y1,3,Alexa_568,206
X17_Y1,3,Alexa_647,467
X17_Y1,3,Atto_490LS,636
X17_Y1,4,Atto_425,2547
X17_Y1,4,DAPI,242
X17_Y1,4,Alexa_488,376
X17_Y1,4,Alexa_568,496
X17_Y1,4,Alexa_647,134
X17_Y1,4,Atto_490LS,651
X11_Y15,1,Atto_425,1310
X11_Y15,1,DAPI,258
X11_Y15,1,Alexa_488,921
X11_Y15,1,Alexa_568,1161
X11_Y15,1,Alexa_647,1258
X11_Y15,1,Atto_490LS,1440
X11_Y15,2,Atto_425,797
X11_Y15,2,DAPI,280
X11_Y15,2,Alexa_488,515
X11_Y15,2,Alexa_568,939
X11_Y15,2,Alexa_647,1149
X11_Y15,2,Atto_490LS,1139
X11_Y15,3,Atto_425,504
X11_Y15,3,DAPI,249
X11_Y15,3,Alexa_488,1051
X11_Y15,3,Alexa_568,831
X11_Y15,3,Alexa_647,579
X11_Y15,3,Atto_490LS,1140
X11_Y15,4,Atto_425,1933
X11_Y15,4,DAPI,248
X11_Y15,4,Alexa_488,582
X11_Y15,4,Alexa_568,1294
X11_Y15,4,Alexa_647,266
X11_Y15,4,Atto_490LS,1130
X17_Y15,1,Atto_425,95
X17_Y15,1,DAPI,59
X17_Y15,1,Alexa_488,125
X17_Y15,1,Alexa_568,135
X17_Y15,1,Alexa_647,167
X17_Y15,1,Atto_490LS,266
X17_Y15,2,Atto_425,75
X17_Y15,2,DAPI,135
X17_Y15,2,Alexa_488,130
X17_Y15,2,Alexa_568,134
X17_Y15,2,Alexa_647,175
X17_Y15,2,Atto_490LS,236
X17_Y15,3,Atto_425,85
X17_Y15,3,DAPI,71
X17_Y15,3,Alexa_488,160
X17_Y15,3,Alexa_568,103
X17_Y15,3,Alexa_647,406
X17_Y15,3,Atto_490LS,242
X17_Y15,4,Atto_425,1
X17_Y15,4,DAPI,1
X17_Y15,4,Alexa_488,1
X17_Y15,4,Alexa_568,164
X17_Y15,4,Alexa_647,87
X17_Y15,4,Atto_490LS,1
X11_Y7,1,Atto_425,4968
X11_Y7,1,DAPI,293
X11_Y7,1,Alexa_488,54
X11_Y7,1,Alexa_568,404
X11_Y7,1,Alexa_647,396
X11_Y7,1,Atto_490LS,567
X11_Y7,2,Atto_425,521
X11_Y7,2,DAPI,362
X11_Y7,2,Alexa_488,130
X11_Y7,2,Alexa_568,390
X11_Y7,2,Alexa_647,527
X11_Y7,2,Atto_490LS,519
X11_Y7,3,Atto_425,460
X11_Y7,3,DAPI,241
X11_Y7,3,Alexa_488,496
X11_Y7,3,Alexa_568,215
X11_Y7,3,Alexa_647,107
X11_Y7,3,Atto_490LS,563
X11_Y7,4,Atto_425,3013
X11_Y7,4,DAPI,251
X11_Y7,4,Alexa_488,331
X11_Y7,4,Alexa_568,448
X11_Y7,4,Alexa_647,126
X11_Y7,4,Atto_490LS,531
X11_Y10,1,Atto_425,3785
X11_Y10,1,DAPI,170
X11_Y10,1,Alexa_488,302
X11_Y10,1,Alexa_568,179
X11_Y10,1,Alexa_647,226
X11_Y10,1,Atto_490LS,306
X11_Y10,2,Atto_425,473
X11_Y10,2,DAPI,291
X11_Y10,2,Alexa_488,224
X11_Y10,2,Alexa_568,229
X11_Y10,2,Alexa_647,613
X11_Y10,2,Atto_490LS,273
X11_Y10,3,Atto_425,599
X11_Y10,3,DAPI,132
X11_Y10,3,Alexa_488,212
X11_Y10,3,Alexa_568,105
X11_Y10,3,Alexa_647,22
X11_Y10,3,Atto_490LS,289
X11_Y10,4,Atto_425,2524
X11_Y10,4,DAPI,148
X11_Y10,4,Alexa_488,110
X11_Y10,4,Alexa_568,226
X11_Y10,4,Alexa_647,93
X11_Y10,4,Atto_490LS,268
X18_Y3,1,Atto_425,677
X18_Y3,1,DAPI,220
X18_Y3,1,Alexa_488,775
X18_Y3,1,Alexa_568,259
X18_Y3,1,Alexa_647,382
X18_Y3,1,Atto_490LS,537
X18_Y3,2,Atto_425,467
X18_Y3,2,DAPI,285
X18_Y3,2,Alexa_488,399
X18_Y3,2,Alexa_568,474
X18_Y3,2,Alexa_647,490
X18_Y3,2,Atto_490LS,516
X18_Y3,3,Atto_425,363
X18_Y3,3,DAPI,216
X18_Y3,3,Alexa_488,471
X18_Y3,3,Alexa_568,154
X18_Y3,3,Alexa_647,28
X18_Y3,3,Atto_490LS,514
X18_Y3,4,Atto_425,3648
X18_Y3,4,DAPI,224
X18_Y3,4,Alexa_488,170
X18_Y3,4,Alexa_568,441
X18_Y3,4,Alexa_647,96
X18_Y3,4,Atto_490LS,536
X10_Y8,1,Atto_425,4244
X10_Y8,1,DAPI,309
X10_Y8,1,Alexa_488,943
X10_Y8,1,Alexa_568,472
X10_Y8,1,Alexa_647,697
X10_Y8,1,Atto_490LS,874
X10_Y8,2,Atto_425,831
X10_Y8,2,DAPI,454
X10_Y8,2,Alexa_488,546
X10_Y8,2,Alexa_568,571
X10_Y8,2,Alexa_647,605
X10_Y8,2,Atto_490LS,807
X10_Y8,3,Atto_425,625
X10_Y8,3,DAPI,312
X10_Y8,3,Alexa_488,758
X10_Y8,3,Alexa_568,222
X10_Y8,3,Alexa_647,94
X10_Y8,3,Atto_490LS,815
X10_Y8,4,Atto_425,3795
X10_Y8,4,DAPI,321
X10_Y8,4,Alexa_488,264
X10_Y8,4,Alexa_568,774
X10_Y8,4,Alexa_647,171
X10_Y8,4,Atto_490LS,863
X15_Y10,1,Atto_425,2275
X15_Y10,1,DAPI,260
X15_Y10,1,Alexa_488,540
X15_Y10,1,Alexa_568,284
X15_Y10,1,Alexa_647,478
X15_Y10,1,Atto_490LS,627
X15_Y10,2,Atto_425,531
X15_Y10,2,DAPI,279
X15_Y10,2,Alexa_488,332
X15_Y10,2,Alexa_568,455
X15_Y10,2,Alexa_647,412
X15_Y10,2,Atto_490LS,524
X15_Y10,3,Atto_425,647
X15_Y10,3,DAPI,229
X15_Y10,3,Alexa_488,470
X15_Y10,3,Alexa_568,220
X15_Y10,3,Alexa_647,80
X15_Y10,3,Atto_490LS,553
X15_Y10,4,Atto_425,4019
X15_Y10,4,DAPI,210
X15_Y10,4,Alexa_488,255
X15_Y10,4,Alexa_568,533
X15_Y10,4,Alexa_647,115
X15_Y10,4,Atto_490LS,543
X13_Y9,1,Atto_425,3405
X13_Y9,1,DAPI,254
X13_Y9,1,Alexa_488,957
X13_Y9,1,Alexa_568,427
X13_Y9,1,Alexa_647,628
X13_Y9,1,Atto_490LS,795
X13_Y9,2,Atto_425,763
X13_Y9,2,DAPI,377
X13_Y9,2,Alexa_488,533
X13_Y9,2,Alexa_568,444
X13_Y9,2,Alexa_647,342
X13_Y9,2,Atto_490LS,750
X13_Y9,3,Atto_425,779
X13_Y9,3,DAPI,223
X13_Y9,3,Alexa_488,699
X13_Y9,3,Alexa_568,160
X13_Y9,3,Alexa_647,71
X13_Y9,3,Atto_490LS,778
X13_Y9,4,Atto_425,2710
X13_Y9,4,DAPI,236
