FOV,Round,Channel,Spot Count
X10_Y9,3,Alexa_568,227
X10_Y9,3,Alexa_647,83
X10_Y9,3,Atto_490LS,823
X10_Y9,4,Atto_425,2997
X10_Y9,4,DAPI,310
X10_Y9,4,Alexa_488,288
X10_Y9,4,Alexa_568,727
X10_Y9,4,Alexa_647,168
X10_Y9,4,Atto_490LS,862
X10_Y4,1,Atto_425,1234
X10_Y4,1,DAPI,291
X10_Y4,1,Alexa_488,1039
X10_Y4,1,Alexa_568,393
X10_Y4,1,Alexa_647,480
X10_Y4,1,Atto_490LS,665
X10_Y4,2,Atto_425,547
X10_Y4,2,DAPI,311
X10_Y4,2,Alexa_488,474
X10_Y4,2,Alexa_568,549
X10_Y4,2,Alexa_647,638
X10_Y4,2,Atto_490LS,598
X10_Y4,3,Atto_425,419
X10_Y4,3,DAPI,276
X10_Y4,3,Alexa_488,605
X10_Y4,3,Alexa_568,219
X10_Y4,3,Alexa_647,384
X10_Y4,3,Atto_490LS,614
X10_Y4,4,Atto_425,3677
X10_Y4,4,DAPI,272
X10_Y4,4,Alexa_488,398
X10_Y4,4,Alexa_568,532
X10_Y4,4,Alexa_647,150
X10_Y4,4,Atto_490LS,628
X12_Y15,1,Atto_425,2410
X12_Y15,1,DAPI,177
X12_Y15,1,Alexa_488,684
X12_Y15,1,Alexa_568,559
X12_Y15,1,Alexa_647,648
X12_Y15,1,Atto_490LS,801
X12_Y15,2,Atto_425,509
X12_Y15,2,DAPI,265
X12_Y15,2,Alexa_488,397
X12_Y15,2,Alexa_568,516
X12_Y15,2,Alexa_647,101
X12_Y15,2,Atto_490LS,653
X12_Y15,3,Atto_425,275
X12_Y15,3,DAPI,170
X12_Y15,3,Alexa_488,529
X12_Y15,3,Alexa_568,412
X12_Y15,3,Alexa_647,83
X12_Y15,3,Atto_490LS,615
X12_Y15,4,Atto_425,118
X12_Y15,4,DAPI,131
X12_Y15,4,Alexa_488,235
X12_Y15,4,Alexa_568,600
X12_Y15,4,Alexa_647,273
X12_Y15,4,Atto_490LS,625
X16_Y13,1,Atto_425,2675
X16_Y13,1,DAPI,285
X16_Y13,1,Alexa_488,156
X16_Y13,1,Alexa_568,711
X16_Y13,1,Alexa_647,1030
X16_Y13,1,Atto_490LS,1192
X16_Y13,2,Atto_425,852
X16_Y13,2,DAPI,311
X16_Y13,2,Alexa_488,573
X16_Y13,2,Alexa_568,879
X16_Y13,2,Alexa_647,544
X16_Y13,2,Atto_490LS,1060
X16_Y13,3,Atto_425,570
X16_Y13,3,DAPI,266
X16_Y13,3,Alexa_488,1031
X16_Y13,3,Alexa_568,418
X16_Y13,3,Alexa_647,90
X16_Y13,3,Atto_490LS,1074
X16_Y13,4,Atto_425,3022
X16_Y13,4,DAPI,283
X16_Y13,4,Alexa_488,315
X16_Y13,4,Alexa_568,1046
X16_Y13,4,Alexa_647,222
X16_Y13,4,Atto_490LS,1052
X18_Y7,1,Atto_425,4678
X18_Y7,1,DAPI,284
X18_Y7,1,Alexa_488,144
X18_Y7,1,Alexa_568,417
X18_Y7,1,Alexa_647,607
X18_Y7,1,Atto_490LS,780
X18_Y7,2,Atto_425,610
X18_Y7,2,DAPI,310
X18_Y7,2,Alexa_488,529
X18_Y7,2,Alexa_568,505
X18_Y7,2,Alexa_647,959
X18_Y7,2,Atto_490LS,725
X18_Y7,3,Atto_425,599
X18_Y7,3,DAPI,278
X18_Y7,3,Alexa_488,661
X18_Y7,3,Alexa_568,212
X18_Y7,3,Alexa_647,50
X18_Y7,3,Atto_490LS,736
X18_Y7,4,Atto_425,4171
X18_Y7,4,DAPI,293
X18_Y7,4,Alexa_488,229
X18_Y7,4,Alexa_568,681
X18_Y7,4,Alexa_647,170
X18_Y7,4,Atto_490LS,735
X11_Y11,1,Atto_425,1208
X11_Y11,1,DAPI,263
X11_Y11,1,Alexa_488,733
X11_Y11,1,Alexa_568,690
X11_Y11,1,Alexa_647,793
X11_Y11,1,Atto_490LS,965
X11_Y11,2,Atto_425,700
X11_Y11,2,DAPI,442
X11_Y11,2,Alexa_488,443
X11_Y11,2,Alexa_568,679
X11_Y11,2,Alexa_647,593
X11_Y11,2,Atto_490LS,798
X11_Y11,3,Atto_425,866
X11_Y11,3,DAPI,279
X11_Y11,3,Alexa_488,726
X11_Y11,3,Alexa_568,375
X11_Y11,3,Alexa_647,117
X11_Y11,3,Atto_490LS,821
X11_Y11,4,Atto_425,2242
X11_Y11,4,DAPI,237
X11_Y11,4,Alexa_488,314
X11_Y11,4,Alexa_568,851
X11_Y11,4,Alexa_647,259
X11_Y11,4,Atto_490LS,802
X13_Y12,1,Atto_425,1387
X13_Y12,1,DAPI,350
X13_Y12,1,Alexa_488,1067
X13_Y12,1,Alexa_568,1141
X13_Y12,1,Alexa_647,1225
X13_Y12,1,Atto_490LS,1388
X13_Y12,2,Atto_425,948
X13_Y12,2,DAPI,365
X13_Y12,2,Alexa_488,524
X13_Y12,2,Alexa_568,907
X13_Y12,2,Alexa_647,418
X13_Y12,2,Atto_490LS,1145
X13_Y12,3,Atto_425,835
X13_Y12,3,DAPI,323
X13_Y12,3,Alexa_488,1097
X13_Y12,3,Alexa_568,338
X13_Y12,3,Alexa_647,204
X13_Y12,3,Atto_490LS,1180
X13_Y12,4,Atto_425,1937
X13_Y12,4,DAPI,249
X13_Y12,4,Alexa_488,445
X13_Y12,4,Alexa_568,1232
X13_Y12,4,Alexa_647,290
X13_Y12,4,Atto_490LS,1126
X22_Y9,1,Atto_425,800
X22_Y9,1,DAPI,157
X22_Y9,1,Alexa_488,65
X22_Y9,1,Alexa_568,296
X22_Y9,1,Alexa_647,285
X22_Y9,1,Atto_490LS,438
X22_Y9,2,Atto_425,369
X22_Y9,2,DAPI,292
X22_Y9,2,Alexa_488,256
X22_Y9,2,Alexa_568,229
X22_Y9,2,Alexa_647,1054
X22_Y9,2,Atto_490LS,419
X22_Y9,3,Atto_425,247
X22_Y9,3,DAPI,147
X22_Y9,3,Alexa_488,347
X22_Y9,3,Alexa_568,158
X22_Y9,3,Alexa_647,48
X22_Y9,3,Atto_490LS,418
X22_Y9,4,Atto_425,1275
X22_Y9,4,DAPI,166
X22_Y9,4,Alexa_488,195
X22_Y9,4,Alexa_568,319
X22_Y9,4,Alexa_647,121
X22_Y9,4,Atto_490LS,410
X15_Y3,1,Atto_425,665
X15_Y3,1,DAPI,221
X15_Y3,1,Alexa_488,716
X15_Y3,1,Alexa_568,408
X15_Y3,1,Alexa_647,539
X15_Y3,1,Atto_490LS,649
X15_Y3,2,Atto_425,479
X15_Y3,2,DAPI,214
X15_Y3,2,Alexa_488,430
X15_Y3,2,Alexa_568,409
X15_Y3,2,Alexa_647,1177
X15_Y3,2,Atto_490LS,621
X15_Y3,3,Atto_425,450
X15_Y3,3,DAPI,209
X15_Y3,3,Alexa_488,548
X15_Y3,3,Alexa_568,494
X15_Y3,3,Alexa_647,56
X15_Y3,3,Atto_490LS,615
X15_Y3,4,Atto_425,2868
X15_Y3,4,DAPI,204
X15_Y3,4,Alexa_488,127
X15_Y3,4,Alexa_568,599
X15_Y3,4,Alexa_647,149
X15_Y3,4,Atto_490LS,657
X16_Y14,1,Atto_425,2953
X16_Y14,1,DAPI,175
X16_Y14,1,Alexa_488,594
X16_Y14,1,Alexa_568,194
X16_Y14,1,Alexa_647,460
X16_Y14,1,Atto_490LS,560
X16_Y14,2,Atto_425,425
X16_Y14,2,DAPI,179
X16_Y14,2,Alexa_488,282
X16_Y14,2,Alexa_568,370
X16_Y14,2,Alexa_647,637
X16_Y14,2,Atto_490LS,518
X16_Y14,3,Atto_425,280
X16_Y14,3,DAPI,171
X16_Y14,3,Alexa_488,431
X16_Y14,3,Alexa_568,261
X16_Y14,3,Alexa_647,35
X16_Y14,3,Atto_490LS,478
X16_Y14,4,Atto_425,3281
X16_Y14,4,DAPI,171
X16_Y14,4,Alexa_488,187
X16_Y14,4,Alexa_568,495
X16_Y14,4,Alexa_647,154
X16_Y14,4,Atto_490LS,476
X14_Y11,1,Atto_425,1430
X14_Y11,1,DAPI,370
X14_Y11,1,Alexa_488,108
X14_Y11,1,Alexa_568,702
X14_Y11,1,Alexa_647,998
X14_Y11,1,Atto_490LS,1170
X14_Y11,2,Atto_425,765
X14_Y11,2,DAPI,450
X14_Y11,2,Alexa_488,540
X14_Y11,2,Alexa_568,708
X14_Y11,2,Alexa_647,506
X14_Y11,2,Atto_490LS,1022
X14_Y11,3,Atto_425,606
X14_Y11,3,DAPI,321
X14_Y11,3,Alexa_488,995
X14_Y11,3,Alexa_568,365
X14_Y11,3,Alexa_647,224
X14_Y11,3,Atto_490LS,1057
X14_Y11,4,Atto_425,2601
X14_Y11,4,DAPI,325
X14_Y11,4,Alexa_488,459
X14_Y11,4,Alexa_568,993
X14_Y11,4,Alexa_647,252
X14_Y11,4,Atto_490LS,1016
X10_Y6,1,Atto_425,3439
X10_Y6,1,DAPI,353
X10_Y6,1,Alexa_488,71
X10_Y6,1,Alexa_568,560
X10_Y6,1,Alexa_647,713
X10_Y6,1,Atto_490LS,964
X10_Y6,2,Atto_425,742
X10_Y6,2,DAPI,400
X10_Y6,2,Alexa_488,204
X10_Y6,2,Alexa_568,661
X10_Y6,2,Alexa_647,600
X10_Y6,2,Atto_490LS,914
X10_Y6,3,Atto_425,597
X10_Y6,3,DAPI,309
X10_Y6,3,Alexa_488,872
X10_Y6,3,Alexa_568,330
X10_Y6,3,Alexa_647,60
X10_Y6,3,Atto_490LS,927
X10_Y6,4,Atto_425,3532
X10_Y6,4,DAPI,323
X10_Y6,4,Alexa_488,452
X10_Y6,4,Alexa_568,827
X10_Y6,4,Alexa_647,129
X10_Y6,4,Atto_490LS,943
X14_Y2,1,Atto_425,694
X14_Y2,1,DAPI,259
X14_Y2,1,Alexa_488,620
X14_Y2,1,Alexa_568,430
X14_Y2,1,Alexa_647,513
X14_Y2,1,Atto_490LS,617
X14_Y2,2,Atto_425,499
X14_Y2,2,DAPI,267
X14_Y2,2,Alexa_488,359
X14_Y2,2,Alexa_568,468
X14_Y2,2,Alexa_647,702
X14_Y2,2,Atto_490LS,602
X14_Y2,3,Atto_425,366
X14_Y2,3,DAPI,229
X14_Y2,3,Alexa_488,574
X14_Y2,3,Alexa_568,159
X14_Y2,3,Alexa_647,44
X14_Y2,3,Atto_490LS,609
X14_Y2,4,Atto_425,4054
X14_Y2,4,DAPI,237
X14_Y2,4,Alexa_488,218
X14_Y2,4,Alexa_568,571
X14_Y2,4,Alexa_647,98
X14_Y2,4,Atto_490LS,646
X10_Y13,1,Atto_425,1483
X10_Y13,1,DAPI,346
X10_Y13,1,Alexa_488,865
X10_Y13,1,Alexa_568,639
X10_Y13,1,Alexa_647,1015
X10_Y13,1,Atto_490LS,1151
X10_Y13,2,Atto_425,711
X10_Y13,2,DAPI,359
X10_Y13,2,Alexa_488,481
X10_Y13,2,Alexa_568,702
X10_Y13,2,Alexa_647,470
X10_Y13,2,Atto_490LS,980
X10_Y13,3,Atto_425,526
X10_Y13,3,DAPI,301
X10_Y13,3,Alexa_488,958
X10_Y13,3,Alexa_568,344
X10_Y13,3,Alexa_647,184
X10_Y13,3,Atto_490LS,1034
X10_Y13,4,Atto_425,3563
X10_Y13,4,DAPI,316
X10_Y13,4,Alexa_488,467
X10_Y13,4,Alexa_568,967
X10_Y13,4,Alexa_647,236
X10_Y13,4,Atto_490LS,1002
X11_Y3,1,Atto_425,749
X11_Y3,1,DAPI,292
X11_Y3,1,Alexa_488,69
X11_Y3,1,Alexa_568,388
X11_Y3,1,Alexa_647,529
X11_Y3,1,Atto_490LS,735
X11_Y3,2,Atto_425,563
X11_Y3,2,DAPI,313
X11_Y3,2,Alexa_488,414
X11_Y3,2,Alexa_568,572
X11_Y3,2,Alexa_647,835
X11_Y3,2,Atto_490LS,677
X11_Y3,3,Atto_425,439
X11_Y3,3,DAPI,296
X11_Y3,3,Alexa_488,657
X11_Y3,3,Alexa_568,307
X11_Y3,3,Alexa_647,423
X11_Y3,3,Atto_490LS,704
X11_Y3,4,Atto_425,3197
X11_Y3,4,DAPI,253
X11_Y3,4,Alexa_488,437
X11_Y3,4,Alexa_568,590
X11_Y3,4,Alexa_647,155
X11_Y3,4,Atto_490LS,717
X19_Y4,1,Atto_425,875
X19_Y4,1,DAPI,258
X19_Y4,1,Alexa_488,701
X19_Y4,1,Alexa_568,416
X19_Y4,1,Alexa_647,534
X19_Y4,1,Atto_490LS,644
X19_Y4,2,Atto_425,516
X19_Y4,2,DAPI,410
X19_Y4,2,Alexa_488,377
X19_Y4,2,Alexa_568,553
X19_Y4,2,Alexa_647,876
X19_Y4,2,Atto_490LS,616
X19_Y4,3,Atto_425,425
X19_Y4,3,DAPI,231
X19_Y4,3,Alexa_488,558
X19_Y4,3,Alexa_568,186
X19_Y4,3,Alexa_647,35
X19_Y4,3,Atto_490LS,612
X19_Y4,4,Atto_425,2602
X19_Y4,4,DAPI,210
X19_Y4,4,Alexa_488,163
X19_Y4,4,Alexa_568,578
X19_Y4,4,Alexa_647,112
X19_Y4,4,Atto_490LS,593
X12_Y7,1,Atto_425,4090
X12_Y7,1,DAPI,320
X12_Y7,1,Alexa_488,103
X12_Y7,1,Alexa_568,399
X12_Y7,1,Alexa_647,692
X12_Y7,1,Atto_490LS,917
X12_Y7,2,Atto_425,825
X12_Y7,2,DAPI,454
X12_Y7,2,Alexa_488,568
X12_Y7,2,Alexa_568,737
X12_Y7,2,Alexa_647,684
X12_Y7,2,Atto_490LS,843
X12_Y7,3,Atto_425,732
X12_Y7,3,DAPI,322
X12_Y7,3,Alexa_488,797
X12_Y7,3,Alexa_568,261
X12_Y7,3,Alexa_647,87
X12_Y7,3,Atto_490LS,876
X12_Y7,4,Atto_425,3713
X12_Y7,4,DAPI,329
X12_Y7,4,Alexa_488,366
X12_Y7,4,Alexa_568,802
X12_Y7,4,Alexa_647,168
X12_Y7,4,Atto_490LS,885
X20_Y10,1,Atto_425,3053
X20_Y10,1,DAPI,139
X20_Y10,1,Alexa_488,2666
X20_Y10,1,Alexa_568,175
X20_Y10,1,Alexa_647,228
X20_Y10,1,Atto_490LS,341
X20_Y10,2,Atto_425,298
X20_Y10,2,DAPI,140
X20_Y10,2,Alexa_488,263
X20_Y10,2,Alexa_568,232
X20_Y10,2,Alexa_647,486
X20_Y10,2,Atto_490LS,303
X20_Y10,3,Atto_425,212
X20_Y10,3,DAPI,144
X20_Y10,3,Alexa_488,264
X20_Y10,3,Alexa_568,127
X20_Y10,3,Alexa_647,109
X20_Y10,3,Atto_490LS,326
X20_Y10,4,Atto_425,2884
X20_Y10,4,DAPI,151
X20_Y10,4,Alexa_488,123
X20_Y10,4,Alexa_568,254
X20_Y10,4,Alexa_647,97
X20_Y10,4,Atto_490LS,325
X13_Y6,1,Atto_425,3121
X13_Y6,1,DAPI,349
X13_Y6,1,Alexa_488,943
X13_Y6,1,Alexa_568,530
X13_Y6,1,Alexa_647,699
X13_Y6,1,Atto_490LS,811
X13_Y6,2,Atto_425,656
X13_Y6,2,DAPI,314
X13_Y6,2,Alexa_488,564
X13_Y6,2,Alexa_568,407
X13_Y6,2,Alexa_647,676
X13_Y6,2,Atto_490LS,752
X13_Y6,3,Atto_425,1128
X13_Y6,3,DAPI,308
X13_Y6,3,Alexa_488,744
X13_Y6,3,Alexa_568,234
X13_Y6,3,Alexa_647,63
X13_Y6,3,Atto_490LS,807
X13_Y6,4,Atto_425,3690
X13_Y6,4,DAPI,266
X13_Y6,4,Alexa_488,262
X13_Y6,4,Alexa_568,738
X13_Y6,4,Alexa_647,138
X13_Y6,4,Atto_490LS,784
X17_Y8,1,Atto_425,5295
X17_Y8,1,DAPI,248
X17_Y8,1,Alexa_488,964
X17_Y8,1,Alexa_568,258
X17_Y8,1,Alexa_647,370
X17_Y8,1,Atto_490LS,530
X17_Y8,2,Atto_425,581
X17_Y8,2,DAPI,254
X17_Y8,2,Alexa_488,510
X17_Y8,2,Alexa_568,363
X17_Y8,2,Alexa_647,1023
X17_Y8,2,Atto_490LS,482
X17_Y8,3,Atto_425,1948
X17_Y8,3,DAPI,206
X17_Y8,3,Alexa_488,430
X17_Y8,3,Alexa_568,164
X17_Y8,3,Alexa_647,53
X17_Y8,3,Atto_490LS,501
X17_Y8,4,Atto_425,2571
X17_Y8,4,DAPI,199
X17_Y8,4,Alexa_488,168
X17_Y8,4,Alexa_568,456
X17_Y8,4,Alexa_647,81
X17_Y8,4,Atto_490LS,534
X16_Y2,1,Atto_425,669
X16_Y2,1,DAPI,229
X16_Y2,1,Alexa_488,717
X16_Y2,1,Alexa_568,426
X16_Y2,1,Alexa_647,494
X16_Y2,1,Atto_490LS,618
X16_Y2,2,Atto_425,497
X16_Y2,2,DAPI,285
X16_Y2,2,Alexa_488,412
X16_Y2,2,Alexa_568,543
X16_Y2,2,Alexa_647,1184
X16_Y2,2,Atto_490LS,575
X16_Y2,3,Atto_425,398
X16_Y2,3,DAPI,252
X16_Y2,3,Alexa_488,539
X16_Y2,3,Alexa_568,176
X16_Y2,3,Alexa_647,380
X16_Y2,3,Atto_490LS,585
X16_Y2,4,Atto_425,3610
X16_Y2,4,DAPI,261
X16_Y2,4,Alexa_488,234
X16_Y2,4,Alexa_568,542
X16_Y2,4,Alexa_647,100
X16_Y2,4,Atto_490LS,608
X19_Y1,1,Atto_425,245
X19_Y1,1,DAPI,43
X19_Y1,1,Alexa_488,47
X19_Y1,1,Alexa_568,145
X19_Y1,1,Alexa_647,99
X19_Y1,1,Atto_490LS,181
X19_Y1,2,Atto_425,229
X19_Y1,2,DAPI,89
X19_Y1,2,Alexa_488,121
X19_Y1,2,Alexa_568,85
X19_Y1,2,Alexa_647,203
X19_Y1,2,Atto_490LS,246
X19_Y1,3,Atto_425,90
X19_Y1,3,DAPI,42
X19_Y1,3,Alexa_488,172
X19_Y1,3,Alexa_568,72
X19_Y1,3,Alexa_647,215
X19_Y1,3,Atto_490LS,186
X19_Y1,4,Atto_425,66
X19_Y1,4,DAPI,54
X19_Y1,4,Alexa_488,100
X19_Y1,4,Alexa_568,99
X19_Y1,4,Alexa_647,73
X19_Y1,4,Atto_490LS,180
X17_Y9,1,Atto_425,6274
X17_Y9,1,DAPI,200
X17_Y9,1,Alexa_488,673
X17_Y9,1,Alexa_568,292
X17_Y9,1,Alexa_647,387
X17_Y9,1,Atto_490LS,535
X17_Y9,2,Atto_425,469
X17_Y9,2,DAPI,204
X17_Y9,2,Alexa_488,388
X17_Y9,2,Alexa_568,389
X17_Y9,2,Alexa_647,555
X17_Y9,2,Atto_490LS,517
X17_Y9,3,Atto_425,1308
X17_Y9,3,DAPI,177
X17_Y9,3,Alexa_488,441
X17_Y9,3,Alexa_568,175
X17_Y9,3,Alexa_647,391
X17_Y9,3,Atto_490LS,514
X17_Y9,4,Atto_425,2675
X17_Y9,4,DAPI,168
X17_Y9,4,Alexa_488,268
X17_Y9,4,Alexa_568,380
X17_Y9,4,Alexa_647,99
X17_Y9,4,Atto_490LS,534
X16_Y5,1,Atto_425,4045
X16_Y5,1,DAPI,311
X16_Y5,1,Alexa_488,194
X16_Y5,1,Alexa_568,381
X16_Y5,1,Alexa_647,536
X16_Y5,1,Atto_490LS,670
X16_Y5,2,Atto_425,584
X16_Y5,2,DAPI,351
X16_Y5,2,Alexa_488,466
X16_Y5,2,Alexa_568,437
X16_Y5,2,Alexa_647,1124
X16_Y5,2,Atto_490LS,650
X16_Y5,3,Atto_425,512
X16_Y5,3,DAPI,301
X16_Y5,3,Alexa_488,600
X16_Y5,3,Alexa_568,194
X16_Y5,3,Alexa_647,59
X16_Y5,3,Atto_490LS,667
X16_Y5,4,Atto_425,85
X16_Y5,4,DAPI,309
X16_Y5,4,Alexa_488,218
X16_Y5,4,Alexa_568,585
X16_Y5,4,Alexa_647,134
X16_Y5,4,Atto_490LS,677
X18_Y12,1,Atto_425,2992
X18_Y12,1,DAPI,405
X18_Y12,1,Alexa_488,1590
X18_Y12,1,Alexa_568,858
X18_Y12,1,Alexa_647,1267
X18_Y12,1,Atto_490LS,1478
X18_Y12,2,Atto_425,1005
X18_Y12,2,DAPI,362
X18_Y12,2,Alexa_488,774
X18_Y12,2,Alexa_568,986
X18_Y12,2,Alexa_647,726
X18_Y12,2,Atto_490LS,1336
X18_Y12,3,Atto_425,705
X18_Y12,3,DAPI,357
X18_Y12,3,Alexa_488,1317
X18_Y12,3,Alexa_568,364
X18_Y12,3,Alexa_647,79
X18_Y12,3,Atto_490LS,1353
X18_Y12,4,Atto_425,2790
X18_Y12,4,DAPI,342
X18_Y12,4,Alexa_488,434
X18_Y12,4,Alexa_568,1364
X18_Y12,4,Alexa_647,210
X18_Y12,4,Atto_490LS,1367
X10_Y10,1,Atto_425,4449
X10_Y10,1,DAPI,219
X10_Y10,1,Alexa_488,661
X10_Y10,1,Alexa_568,360
X10_Y10,1,Alexa_647,550
X10_Y10,1,Atto_490LS,679
X10_Y10,2,Atto_425,620
X10_Y10,2,DAPI,339
X10_Y10,2,Alexa_488,416
X10_Y10,2,Alexa_568,380
X10_Y10,2,Alexa_647,411
X10_Y10,2,Atto_490LS,609
X10_Y10,3,Atto_425,509
X10_Y10,3,DAPI,207
X10_Y10,3,Alexa_488,588
X10_Y10,3,Alexa_568,183
X10_Y10,3,Alexa_647,67
X10_Y10,3,Atto_490LS,611
X10_Y10,4,Atto_425,4700
X10_Y10,4,DAPI,208
X10_Y10,4,Alexa_488,192
X10_Y10,4,Alexa_568,610
X10_Y10,4,Alexa_647,181
X10_Y10,4,Atto_490LS,622
X16_Y10,1,Atto_425,3545
X16_Y10,1,DAPI,255
X16_Y10,1,Alexa_488,663
X16_Y10,1,Alexa_568,525
X16_Y10,1,Alexa_647,585
X16_Y10,1,Atto_490LS,751
X16_Y10,2,Atto_425,598
X16_Y10,2,DAPI,234
X16_Y10,2,Alexa_488,428
X16_Y10,2,Alexa_568,516
X16_Y10,2,Alexa_647,337
X16_Y10,2,Atto_490LS,670
X16_Y10,3,Atto_425,500
X16_Y10,3,DAPI,234
X16_Y10,3,Alexa_488,630
X16_Y10,3,Alexa_568,248
X16_Y10,3,Alexa_647,92
X16_Y10,3,Atto_490LS,701
X16_Y10,4,Atto_425,3708
X16_Y10,4,DAPI,233
X16_Y10,4,Alexa_488,313
X16_Y10,4,Alexa_568,705
X16_Y10,4,Alexa_647,167
X16_Y10,4,Atto_490LS,683
X18_Y1,1,Atto_425,1622
X18_Y1,1,DAPI,131
X18_Y1,1,Alexa_488,50
X18_Y1,1,Alexa_568,328
X18_Y1,1,Alexa_647,271
X18_Y1,1,Atto_490LS,436
X18_Y1,2,Atto_425,536
X18_Y1,2,DAPI,536
X18_Y1,2,Alexa_488,83
X18_Y1,2,Alexa_568,296
X18_Y1,2,Alexa_647,821
X18_Y1,2,Atto_490LS,559
X18_Y1,3,Atto_425,430
X18_Y1,3,DAPI,160
X18_Y1,3,Alexa_488,365
X18_Y1,3,Alexa_568,215
X18_Y1,3,Alexa_647,448
X18_Y1,3,Atto_490LS,407
X18_Y1,4,Atto_425,10
X18_Y1,4,DAPI,172
X18_Y1,4,Alexa_488,208
X18_Y1,4,Alexa_568,304
X18_Y1,4,Alexa_647,111
X18_Y1,4,Atto_490LS,400
X15_Y6,1,Atto_425,4748
X15_Y6,1,DAPI,309
X15_Y6,1,Alexa_488,457
X15_Y6,1,Alexa_568,332
X15_Y6,1,Alexa_647,405
X15_Y6,1,Atto_490LS,489
X15_Y6,2,Atto_425,573
X15_Y6,2,DAPI,320
X15_Y6,2,Alexa_488,94
X15_Y6,2,Alexa_568,305
X15_Y6,2,Alexa_647,1740
X15_Y6,2,Atto_490LS,476
X15_Y6,3,Atto_425,1531
X15_Y6,3,DAPI,297
X15_Y6,3,Alexa_488,441
X15_Y6,3,Alexa_568,140
X15_Y6,3,Alexa_647,36
X15_Y6,3,Atto_490LS,506
X15_Y6,4,Atto_425,3358
X15_Y6,4,DAPI,236
X15_Y6,4,Alexa_488,99
X15_Y6,4,Alexa_568,488
X15_Y6,4,Alexa_647,73
X15_Y6,4,Atto_490LS,507
X19_Y8,1,Atto_425,4512
X19_Y8,1,DAPI,212
X19_Y8,1,Alexa_488,728
X19_Y8,1,Alexa_568,358
X19_Y8,1,Alexa_647,487
X19_Y8,1,Atto_490LS,629
X19_Y8,2,Atto_425,567
X19_Y8,2,DAPI,354
X19_Y8,2,Alexa_488,412
X19_Y8,2,Alexa_568,405
X19_Y8,2,Alexa_647,681
X19_Y8,2,Atto_490LS,582
X19_Y8,3,Atto_425,495
X19_Y8,3,DAPI,202
X19_Y8,3,Alexa_488,511
X19_Y8,3,Alexa_568,147
X19_Y8,3,Alexa_647,60
X19_Y8,3,Atto_490LS,587
X19_Y8,4,Atto_425,2539
X19_Y8,4,DAPI,183
X19_Y8,4,Alexa_488,175
X19_Y8,4,Alexa_568,569
X19_Y8,4,Alexa_647,118
X19_Y8,4,Atto_490LS,586
X22_Y4,1,Atto_425,540
X22_Y4,1,DAPI,104
X22_Y4,1,Alexa_488,1564
X22_Y4,1,Alexa_568,165
X22_Y4,1,Alexa_647,167
X22_Y4,1,Atto_490LS,257
X22_Y4,2,Atto_425,198
X22_Y4,2,DAPI,159
X22_Y4,2,Alexa_488,319
X22_Y4,2,Alexa_568,108
X22_Y4,2,Alexa_647,219
X22_Y4,2,Atto_490LS,312
X22_Y4,3,Atto_425,251
X22_Y4,3,DAPI,102
X22_Y4,3,Alexa_488,205
X22_Y4,3,Alexa_568,94
X22_Y4,3,Alexa_647,335
X22_Y4,3,Atto_490LS,267
X22_Y4,4,Atto_425,110
X22_Y4,4,DAPI,106
X22_Y4,4,Alexa_488,141
X22_Y4,4,Alexa_568,174
X22_Y4,4,Alexa_647,83
X22_Y4,4,Atto_490LS,261
X18_Y5,1,Atto_425,4045
X18_Y5,1,DAPI,265
X18_Y5,1,Alexa_488,796
X18_Y5,1,Alexa_568,495
X18_Y5,1,Alexa_647,581
X18_Y5,1,Atto_490LS,748
X18_Y5,2,Atto_425,585
X18_Y5,2,DAPI,302
X18_Y5,2,Alexa_488,504
X18_Y5,2,Alexa_568,350
X18_Y5,2,Alexa_647,1230
X18_Y5,2,Atto_490LS,723
X18_Y5,3,Atto_425,547
X18_Y5,3,DAPI,275
X18_Y5,3,Alexa_488,629
X18_Y5,3,Alexa_568,173
X18_Y5,3,Alexa_647,67
X18_Y5,3,Atto_490LS,744
X18_Y5,4,Atto_425,3801
X18_Y5,4,DAPI,270
X18_Y5,4,Alexa_488,196
X18_Y5,4,Alexa_568,635
X18_Y5,4,Alexa_647,155
X18_Y5,4,Atto_490LS,758
X19_Y3,1,Atto_425,707
X19_Y3,1,DAPI,222
X19_Y3,1,Alexa_488,822
X19_Y3,1,Alexa_568,385
X19_Y3,1,Alexa_647,388
X19_Y3,1,Atto_490LS,642
X19_Y3,2,Atto_425,545
X19_Y3,2,DAPI,403
X19_Y3,2,Alexa_488,482
X19_Y3,2,Alexa_568,555
X19_Y3,2,Alexa_647,1044
X19_Y3,2,Atto_490LS,606
X19_Y3,3,Atto_425,374
X19_Y3,3,DAPI,236
X19_Y3,3,Alexa_488,556
X19_Y3,3,Alexa_568,197
X19_Y3,3,Alexa_647,463
X19_Y3,3,Atto_490LS,607
X19_Y3,4,Atto_425,2368
X19_Y3,4,DAPI,199
X19_Y3,4,Alexa_488,303
X19_Y3,4,Alexa_568,470
X19_Y3,4,Alexa_647,112
X19_Y3,4,Atto_490LS,616
X16_Y12,1,Atto_425,4071
X16_Y12,1,DAPI,198
X16_Y12,1,Alexa_488,169
X16_Y12,1,Alexa_568,259
X16_Y12,1,Alexa_647,405
X16_Y12,1,Atto_490LS,519
X16_Y12,2,Atto_425,412
X16_Y12,2,DAPI,219
